device_id=0 interval_ms=1 counter_resolution_uJ=15.3
timestamp_ns,current_socket_power_W,inst_power_W,gfx_clock_MHz
944804578457108,192,149.205,283
944804581082258,192,116.279,280
944804583463355,190,188.784,276
944804585683813,189,134.068,273
944804587869159,189,138.056,270
